1044,9575,11
1388,8487,9
1789,3376,2
1939,6934,8
169,6199,12
1228,7290,3
1174,9807,10
2621,2718,11
88,4179,3
1832,1608,5
81,1401,9
528,2732,13
2513,9006,10
2071,5349,12
1166,6858,1
753,160,9
1085,2269,13
1919,6427,7
962,5947,4
28,944,10
1534,3243,6
473,1875,11
2242,2424,5
1498,513,8
763,6087,4
1464,4938,3
1204,7669,8
1543,5258,12
1928,9907,8
438,8455,10
703,3564,4
1147,5286,13
407,6147,10
2910,7571,7
442,2068,8
483,2389,5
1500,2958,6
264,1259,9
2666,353,13
722,6665,5
2513,5593,6
1110,6804,7
2017,5865,11
1377,4548,8
389,5051,11
1808,5393,3
1825,2403,12
66,6804,4
2368,9743,12
583,1383,9
910,4440,3
908,958,11
747,1555,12
1113,2945,5
330,8926,5
370,2197,9
1556,5591,1
2925,1970,10
1665,324,13
2624,4697,13
2673,8112,9
1427,535,4
723,9937,10
1718,6426,6
1400,4566,11
1398,2479,3
93,8645,4
653,2411,10
1148,3838,4
1510,8877,13
2056,5231,3
852,4592,2
190,4005,11
587,7563,9
2127,810,12
1622,4158,13
1414,4965,6
399,5024,1
1557,661,6
992,4597,13
2718,6496,4
2503,2093,13
975,3627,6
165,8247,10
388,4041,6
1163,5740,5
2400,6000,10
2759,441,3
2511,4214,1
2627,1234,9
1682,8914,1
2772,209,1
832,9604,6
1713,6254,12
1242,375,10
2232,9447,5
1305,6353,12
157,5762,13
985,1558,3
2123,2840,11
2057,9063,5
2845,2052,12
2432,7864,7
477,5257,3
2079,7481,5
1057,579,12
2633,1559,13
1201,7358,8
2099,4223,13
886,2929,8
295,7556,11
607,6165,8
788,6909,1
1055,7100,13
660,1592,8
1479,7797,2
605,243,5
2807,5502,9
577,9818,12
934,3666,4
1031,5807,5
1240,6760,5
1581,9989,3
2397,9071,7
784,5096,9
1105,2702,3
116,7845,1
1211,3557,10
2171,7088,12
2513,6701,4
1367,3591,13
411,5439,12
2812,8940,4
2425,5071,10
2451,4565,9
2495,2170,10
1427,8874,11
2734,6751,6
194,8129,9
2442,3973,11
1549,2956,13
392,9335,10
409,2112,10
2860,4538,13
2446,5352,2
2771,4700,4
2303,8525,6
2134,7969,6
2181,2556,6
2966,5049,12
2447,1900,13
2908,3981,8
1863,3524,7
2197,7799,9
647,1263,3
488,7317,10
2292,9940,3
1164,8105,6
653,9156,11
1605,5472,5
2668,9981,8
1207,4517,7
1974,9263,1
2854,3162,12
667,6265,10
378,6458,1
2539,4679,9
1757,657,8
2112,974,5
2248,3181,9
2835,9758,3
2878,7527,13
2212,3101,3
1092,8982,1
1967,1508,5
1869,1726,4
1293,1744,7
778,9246,9
143,381,5
2040,36,4
740,6728,8
2214,1467,3
361,4793,11
2882,3903,9
2526,5426,7
1856,9145,6
2532,2174,3
831,4848,6
2567,4950,1
1359,248,7
1026,6366,10
1233,69,6
2022,8478,4
1980,5633,13
1431,9300,13
1571,892,12
1039,2778,5
2929,5838,10
661,2518,13
1412,6803,5
1199,6814,7
262,8527,6
2447,9805,2
2610,4609,11
1210,9000,10
1505,3278,10
1221,5983,9
2169,1496,3
2857,5555,4
2917,4955,7
2495,267,8
2953,6282,1
1300,1020,7
1239,1552,12
91,4886,6
2369,3481,6
2953,3913,9
877,6028,12
798,4997,3
1602,8398,9
2506,3290,6
2074,6743,3
1865,5649,13
2569,6714,3
1119,152,5
2040,155,8
1513,7176,13
1149,8387,2
2410,5594,11
1948,5898,13
184,3635,4
2552,8448,3
407,492,13
595,6394,5
246,9372,8
1521,2665,6
1392,5024,2
1144,3739,9
39,1444,3
396,1325,6
852,9982,2
1845,5994,4
597,1139,7
492,912,2
2479,8632,13
420,8005,12
1836,9087,7
90,5150,2
805,7483,13
2322,9666,6
1852,7821,1
251,8882,1
2405,9980,12
1732,4202,1
2593,8746,11
2838,8976,1
1738,3583,9
802,1124,13
1037,7178,2
1115,5736,9
981,7830,9
2736,6990,13
662,2593,3
228,145,13
2440,5103,6
2026,1194,12
2941,8421,8
775,5847,12
942,183,3
2680,4782,6
2241,5472,10
2860,2900,7
2734,4109,9
2290,3528,10
1294,9605,10
842,455,6
1953,1273,11
2557,3834,11
2977,1773,12
1781,2066,2
295,2061,8
672,4957,10
389,1641,12
2352,343,6
1999,4745,12
1826,4177,11
364,8048,9
559,4359,2
2179,9594,3
1773,3560,1
1074,4367,11
700,425,8
83,3226,8
17,4012,7
1860,8478,3
1939,6829,11
1303,8006,7
783,1777,12
1441,2047,2
2468,7519,7
2931,3780,10
2303,4456,11
1198,2299,3
217,8282,6
2872,6486,5
1668,1001,11
2728,8041,7
2866,1781,11
959,56,1
1724,5514,1
1551,9005,5
1149,724,1
1246,8168,10
2098,6761,8
2995,6389,2
1976,5228,13
2344,2711,8
30,8736,6
1297,649,9
822,5536,13
679,1158,11
1528,3454,3
1111,3473,2
2882,2920,5
883,395,9
963,6612,7
1446,763,8
359,1928,1
2873,6970,1
1205,7176,8
2118,9207,4
373,4011,6
326,5286,12
1830,5823,5
1119,7442,7
2062,9496,3
109,3175,11
1308,8424,11
2650,6446,2
408,1846,1
1241,9208,10
954,9695,7
311,7189,8
1595,3406,12
340,5230,11
1238,1480,7
2276,3101,4
1853,6968,5
2477,8235,13
2383,6642,6
2701,4502,9
2639,2487,1
1675,3393,4
97,8740,9
2865,2085,8
2701,9900,1
2685,5074,4
743,8240,12
1698,9808,13
1655,8226,3
2747,4542,1
85,2416,11
2225,1756,12
1488,5770,5
2174,1770,11
2433,5714,9
591,746,4
710,8611,1
490,4298,12
1728,207,6
1828,5942,8
1296,6435,12
1259,7974,10
538,4440,13
2887,3581,6
906,3196,12
929,8548,4
2377,2762,1
1967,1269,12
651,9908,4
422,1334,10
754,2596,10
1000,6117,7
2915,1769,5
1462,9009,1
189,2186,5
2769,2272,2
2955,1709,8
2797,1605,8
2484,3563,8
2950,3565,10
752,6254,12
1277,7605,7
561,2477,10
154,7404,10
68,8587,12
414,1815,11
572,3907,4
2688,223,7
1225,1223,12
799,4227,8
2449,9634,7
2339,2203,11
2142,8444,11
1788,4844,12
692,4518,5
940,9180,12
2822,2246,10
2569,1256,2
204,2239,8
1614,4910,1
2308,6206,13
1991,4999,3
1738,5058,10
974,4013,13
1365,8253,11
2130,2112,1
1101,6941,5
782,3076,10
899,818,4
1089,1848,2
460,4130,9
2927,978,9
850,4697,13
466,7874,1
2978,9973,10
2100,8894,5
1450,5780,11
1495,7763,4
2459,3022,3
1544,1439,10
2371,1764,10
2579,4814,6
1180,9401,12
1601,7575,9
2632,277,6
1703,7903,11
2485,7389,2
2784,8854,9
1011,4950,5
1964,6929,2
147,1388,4
2566,4517,1
1599,476,1
511,7813,1
302,2498,1
101,6203,11
814,8389,4
656,6193,2
321,7222,7
1358,1968,10
627,2846,5
1468,781,6
158,6152,8
2091,6477,13
2644,5267,10
611,8331,5
2779,7250,1
2166,6704,7
1369,976,11
2566,215,4
2444,8306,4
2258,4907,9
1680,571,12
1082,3209,13
2984,3904,13
2317,9546,8
1904,7102,11
1019,4130,10
608,9639,3
1468,1317,6
1079,4193,2
1714,5154,1
24,8992,10
1305,1378,13
1539,8013,1
1271,7135,10
1341,9031,4
802,3644,12
905,7733,11
640,5224,9
2835,1610,1
84,7793,6
2339,6454,12
160,4234,2
1253,860,10
2950,1444,9
1584,4533,8
1001,8386,6
2814,5330,12
808,2326,3
2326,3234,10
2355,1582,8
1292,8215,12
214,6444,4
2625,6114,3
77,1161,7
2800,2224,4
2881,9036,9
1660,2654,5
528,7096,3
1832,2487,3
2130,4252,5
2313,4088,8
1032,7978,13
2714,5710,1
2229,4564,5
2936,1806,6
22,6082,1
763,8305,12
2927,9208,3
656,7852,6
1159,2051,2
2212,7417,9
822,7469,2
2300,882,4
1858,2817,7
2985,747,8
2139,549,6
1455,2128,7
1175,6119,9
2276,5781,10
742,7350,13
288,4664,6
1341,7568,8
427,9459,6
1971,9583,13
1540,8241,6
75,4419,7
309,4758,5
466,5789,2
390,842,2
1785,4335,5
927,299,6
68,9038,8
365,8356,1
2680,1179,11
2139,2819,8
1955,5304,6
2783,8936,10
1043,814,9
2808,8008,6
2628,4571,10
2494,6099,6
817,7876,11
1989,897,9
717,6830,13
2230,2423,7
2492,5149,11
1874,9329,13
2280,5564,12
2917,1197,5
2457,8984,9
2638,7798,5
2130,416,6
261,2316,1
2767,1335,9
1760,7129,6
1443,9133,12
1910,2665,12
1637,5363,7
123,497,5
1791,2025,12
203,2478,6
2807,5299,6
978,7063,12
898,220,9
186,3646,10
1252,3688,3
2627,141,8
659,448,7
1355,3174,2
510,6134,10
1654,9500,11
2301,644,7
864,8118,13
454,7877,7
2273,3118,2
2662,8873,7
2332,2587,4
1689,5539,9
1984,6649,1
580,3067,5
2218,4797,4
1238,5723,1
1674,7593,11
1089,8577,6
2026,4236,3
572,5150,13
2568,3250,1
2752,176,11
2969,693,10
570,3496,10
2943,674,9
989,5284,2
2102,2809,5
254,1269,1
575,6269,11
259,3856,3
1005,3396,10
2073,7912,8
2682,2950,1
2651,2713,11
653,7403,5
248,2065,1
655,2062,3
2538,1446,6
2746,3687,9
313,3039,13
2864,7168,12
1057,1894,2
153,2323,7
59,4356,5
1605,7852,4
1656,7816,12
1041,2372,7
1713,975,9
1250,7848,12
894,3903,6
1639,7796,6
2794,5288,6
414,5275,3
1301,15,5
2233,7794,1
2221,1727,4
1413,9423,11
952,9530,6
1840,4926,1
2133,4583,7
1948,7832,3
1338,2991,11
997,2459,11
102,6625,12
2409,7256,9
1027,124,3
2119,1037,7
691,9209,11
1853,3227,12
2824,9797,6
1825,873,4
1561,9289,3
2256,44,13
1931,4014,5
1334,864,9
834,4441,9
2341,2755,4
2686,7846,10
435,7811,13
2517,9945,8
2483,5307,5
2747,4961,13
2432,4733,5
96,6779,4
2349,9310,4
1794,4589,12
2631,3552,6
2440,8978,3
493,6982,8
5,5284,10
892,3588,8
1318,9061,8
624,9384,1
2301,6613,10
2387,4512,6
497,94,9
2697,2276,5
2198,3576,3
1869,4194,13
603,9041,9
2023,7693,8
2378,9905,1
738,7612,4
251,522,5
1032,4356,10
828,9089,11
2362,7124,13
2670,8760,3
674,9898,5
249,6835,6
2697,3490,13
587,4255,1
634,8361,13
439,9539,5
2408,5656,1
1085,848,2
2646,4252,8
609,5083,11
2708,2503,3
688,716,11
235,676,13
1308,9253,11
806,7215,4
2023,3231,1
1259,8647,5
1666,8608,5
211,6513,1
1684,2267,2
2323,668,2
695,1239,12
2664,6861,5
1299,4296,9
1800,5645,13
1967,787,4
633,9143,9
2768,7321,3
312,119,11
1598,2336,6
2360,1298,7
1362,121,1
194,4096,13
75,5200,1
791,2363,1
2723,3532,13
255,386,9
2501,2013,10
2307,5219,8
1592,7094,3
2674,6574,2
6,9560,7
2572,5905,9
1219,4439,13
620,1015,4
2555,388,5
1245,2839,9
1353,9074,11
1641,2663,7
1251,770,12
2581,9846,2
1863,818,3
2424,5001,9
1052,1895,11
2032,4496,12
2707,6684,3
1967,7143,11
963,4140,2
2548,8132,4
1555,1769,12
905,2066,8
953,8959,12
1297,4418,9
1291,5621,5
2822,3704,1
287,7061,9
2322,7635,11
1628,3184,10
750,3302,12
955,4998,12
2144,2779,9
2986,9683,1
621,3412,12
2010,6140,3
2364,8282,10
496,6383,11
556,1210,2
175,5306,6
1927,7105,8
2657,2830,8
920,7059,3
765,3751,10
2781,6964,9
696,6362,2
2512,867,10
760,8719,11
2732,8962,2
1745,2003,2
2294,4589,5
2528,2310,12
600,6636,13
598,8856,6
345,4685,12
2763,3908,6
984,3435,7
1825,5296,12
2875,4570,9
2293,9577,3
1726,6160,12
169,429,8
575,9264,10
1520,9651,7
166,3268,11
1272,6907,8
2199,2465,10
1302,7140,3
1268,7703,2
2306,5720,12
2893,1553,6
1513,1727,1
2629,5849,12
613,7225,3
2570,2564,1
854,5691,5
2876,32,4
2051,3117,4
2987,1595,11
1889,7125,12
2452,6599,5
1882,9738,12
724,3349,3
215,7199,12
2287,5597,2
2152,1277,10
2593,2429,11
2434,8848,7
2196,1523,10
575,975,13
1009,8618,6
126,1969,11
1579,6263,8
2469,9265,3
235,4939,5
1863,4707,13
1707,1833,10
1644,7372,13
2692,2174,8
240,2358,1
1270,2771,6
1946,279,3
223,7360,10
862,8557,6
2717,7847,13
1984,6580,11
2855,6944,7
346,8075,9
1351,5004,6
583,7445,13
1143,6917,8
2806,5917,13
2302,4371,7
893,3392,5
131,2584,7
1811,1166,1
1438,9993,5
223,3283,1
2868,7408,1
852,9250,2
2638,8599,9
43,8838,4
1646,3050,7
2948,6904,6
2283,2684,1
814,765,7
2281,107,1
1571,8933,6
765,8220,12
1014,3845,10
2677,7020,3
2734,8678,11
633,7989,3
2744,8911,11
2763,8242,8
1823,1094,1
82,4656,11
862,4428,11
1569,5061,13
2954,6176,5
2484,3367,6
1591,3791,1
563,689,12
2561,8719,8
1639,7150,7
683,1492,7
2633,1440,13
576,945,11
165,495,12
1736,8395,2
521,639,10
1316,4760,6
2959,8031,10
2262,8728,11
2850,6154,8
1714,1590,8
2217,3641,6
1575,1883,12
880,5950,2
1357,9112,7
268,1549,7
1521,9522,13
140,2712,1
2294,3799,10
1080,1042,8
2576,1797,11
406,3432,1
2698,6050,1
1260,4293,1
2510,533,11
1774,4467,5
46,4380,2
2174,5560,12
472,5486,1
2991,4689,9
33,3191,4
2480,2504,1
893,7511,13
150,5064,13
2364,4206,9
2054,2666,10
2836,4191,6
650,6034,1
1872,4996,5
395,412,4
272,4492,5
1761,9303,9
2141,5124,2
2782,998,1
1024,1621,9
1213,1965,9
2273,9329,12
2600,6833,13
644,2064,8
330,2767,6
2741,5501,7
2498,1176,6
2988,7387,10
43,4672,6
2158,2808,11
924,8315,1
2772,6539,5
928,7672,9
2426,2745,3
2302,3213,9
639,1564,12
880,1458,13
588,4662,5
449,8769,2
720,1758,8
1819,5528,8
190,9321,12
1691,4931,11
1633,422,12
1025,9196,12
2656,807,1
2098,3450,7
2485,2323,6
1065,3496,2
840,8659,13
294,6719,5
158,6058,9
840,7045,9
1751,2719,1
2523,583,6
2315,8938,12
935,5790,7
2066,6988,8
892,1516,4
2938,3212,5
2507,3548,1
1161,8228,7
1453,2905,8
671,165,7
842,5744,12
2671,8872,5
534,4944,3
1389,7891,9
1141,8235,11
1343,7280,6
2501,8805,7
359,2618,4
1899,6238,5
820,9505,5
2831,1154,1
1574,1540,5
2888,1244,7
2413,9531,11
892,581,12
1493,1985,13
14,3998,7
1143,3472,7
2722,5082,2
1011,3489,8
156,1539,6
1523,807,7
2786,8422,2
2023,3446,13
2199,6218,6
198,9506,3
2687,9596,9
1040,1659,8
2542,9750,3
1309,1833,13
1070,3057,12
649,4600,4
1250,1729,9
2916,3196,3
2389,9438,5
1036,870,2
195,564,10
473,5405,6
2873,4522,9
2302,1046,11
668,5012,5
517,6121,5
1366,9784,1
2392,747,13
224,6222,11
2382,9385,6
2557,7777,1
326,1480,6
1279,7787,13
2136,1888,4
2685,3031,7
986,1210,7
926,4587,3
2645,7612,2
821,1866,4
821,7016,4
1780,9621,10
1425,443,12
383,3198,12
1318,383,12
1850,2256,7
2584,3877,9
400,5814,5
196,7370,5
1036,1888,6
1015,8967,10
293,4851,10
1348,5935,11
2447,732,4
2890,1305,2
306,312,9
2127,1233,9
1740,5380,10
71,7348,7
724,3745,10
467,1099,6
2279,6214,10
225,7578,4
642,6562,6
2754,7219,2
1002,9378,10
1955,5602,5
1979,8208,6
2440,2842,5
2985,8320,8
85,1524,13
641,230,12
1684,9664,5
951,7814,11
6,3062,10
1261,7769,9
1658,2018,8
2188,2261,7
1363,8668,12
727,5006,12
1131,4002,6
1989,4601,7
308,8132,1
68,6119,5
2206,8564,7
1218,4281,13
1374,9340,2
2556,3731,10
345,8161,5
2418,8858,12
1376,2533,12
1197,1497,8
2401,5954,7
2886,7761,7
471,4714,3
598,878,11
1951,2388,8
94,7185,4
2756,5587,4
2617,4287,13
2326,6831,1
1928,5048,12
164,866,11
2473,1605,3
2228,7926,8
35,4443,7
561,8414,6
2633,6341,9
2505,4303,7
2086,2925,2
946,9869,13
649,5639,13
27,4156,8
1122,8952,10
497,5103,6
1685,9687,6
1052,622,5
1449,641,8
284,5615,7
2768,1342,11
2566,1390,5
1304,3952,12
41,7911,11
2524,7211,1
3,9437,9
2301,2919,4
1719,9039,8
834,3793,6
1607,5351,8
2698,4905,5
174,8544,1
292,2369,3
2713,5173,6
763,7904,4
1126,2303,3
421,4720,1
1490,2786,6
2676,3508,5
293,8445,10
613,8212,4
2821,2294,10
2190,7224,9
857,4156,7
2116,5622,2
633,5387,4
823,7955,10
411,2370,4
2013,4698,11
423,9848,13
981,3236,8
1444,2115,1
2891,8894,7
